accession_number	organism_name	path
KC505174	Microbacterium nanhaiense	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
HQ605925	Microbacterium amylolyticum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
AM158907	Microbacterium indicum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
X77446	Microbacterium barkeri	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
GU564360	Microbacterium oryzae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
AY376165	Microbacterium halotolerans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
MF084211	Microbacterium halophytorum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
KC959569	Microbacterium gilvum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
KJ569787	Microbacterium populi	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
FJ807673	Microbacterium agarici	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
EU873539	Microbacterium lindanitolerans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
MN559933	Microbacterium chengjingii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
FJ865215	Microbacterium humi	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
MN559941	Microbacterium fandaimingii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
AM747814	Microbacterium luticocti	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
MK490985	Microbacterium protaetiae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
FJ865214	Microbacterium pseudoresistens	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
MK110479	Microbacterium bovistercoris	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
GQ246683	Microbacterium suwonense	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
EF593038	Microbacterium soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
HQ844973	Microbacterium panaciterrae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
LC148840	Microbacterium tumbae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
Y17228	Microbacterium arabinogalactanolyticum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
Y17231	Microbacterium esteraromaticum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microbacterium"
GU217690	Mycetocola manganoxydans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Mycetocola"
HQ917055	Mycetocola miduiensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Mycetocola"
JQ409017	Mycetocola zhadangensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Mycetocola"
MH299815	Mycetocola zhujimingii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Mycetocola"
AB177868	Plantibacter auratus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Plantibacter"
AJ310417	Plantibacter flavus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Plantibacter"
AB042094	Okibacterium fritillariae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Okibacterium"
KM114213	Okibacterium endophyticum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Okibacterium"
AB279547	Agrococcus citreus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agrococcus"
X92492	Agrococcus jenensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agrococcus"
DQ156908	Agrococcus lahaulensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agrococcus"
KX601086	Agrococcus sediminis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agrococcus"
AB279548	Agrococcus baldri	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agrococcus"
LT629734	Agrococcus carbonis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agrococcus"
LT629695	Agrococcus jejuensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agrococcus"
AM940157	Agrococcus versicolor	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agrococcus"
FJ423764	Agrococcus terreus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agrococcus"
DQ168427	Agrococcus casei	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agrococcus"
AF389342	Agromyces aurantiacus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AB454378	Agromyces tropicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
HM036655	Agromyces indicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
LT629755	Agromyces flavus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AB546310	Agromyces subtropicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AB023356	Agromyces luteolus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AB847105	Agromyces marinus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
JX186590	Agromyces mediolanus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
GQ241325	Agromyces soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
MK490987	Agromyces protaetiae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AY427830	Agromyces ulmi	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
KC493987	Agromyces binzhouensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
MN121515	Agromyces intestinalis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AB023359	Agromyces bracchium	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
MF116285	Agromyces kandeliae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AY618216	Agromyces humatus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AY507128	Agromyces neolithicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
FJ972171	Agromyces bauzanensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
MN328030	Agromyces mariniharenae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AB546308	Agromyces iriomotensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AB023357	Agromyces rhizosphaerae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
LC367233	Agromyces mangrovi	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
FJ607310	Agromyces atrinae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AY277619	Agromyces cerinus subsp. nitratus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AM410680	Agromyces cerinus subsp. cerinus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
D45061	Agromyces fucosus subsp. hippuratus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
MG461699	Agromyces badenianii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AJ784791	Agromyces fucosus subsp. fucosus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
ATXG01000026	Agromyces subbeticus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AF503917	Agromyces albus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
X77447	Agromyces ramosus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
MH342641	Agromyces tardus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
LC102386	Agromyces humi	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AY618215	Agromyces italicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AY618217	Agromyces lapidis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
AY507129	Agromyces salentinus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
KU141339	Agromyces aureus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
DQ673873	Agromyces allii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
EF363711	Agromyces terreus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
KP232915	Agromyces insulae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agromyces"
JQ010859	Humibacter ginsengiterrae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Humibacter"
KF915800	Humibacter ginsengisoli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Humibacter"
ATXT01000018	Humibacter albus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Humibacter"
HF570028	Humibacter antri	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Humibacter"
KT318606	Humibacter soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Humibacter"
KP334124	Cnuibacter physcomitrellae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cnuibacter"
KU248164	Humibacter aquilariae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Humibacter"
JQ723726	Allohumibacter endophyticus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Allohumibacter"
LC203064	Arenivirga flava	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Arenivirga"
D45057	Leifsonia aquatica	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
DQ232612	Leifsonia naganoensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
AB016985	Leifsonia xyli subsp. cynodontis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
DQ232614	Leifsonia shinshuensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
EU912483	Leifsonia soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
AB278552	Leifsonia lichenia	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
AF116342	Leifsonia poae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
AB362159	Schumannella luteola	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Schumannella"
AJ438585	Leifsonia rubra	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
AJ459101	Rhodoglobus vestalii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rhodoglobus"
AJ438586	Rhodoglobus aureus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rhodoglobus"
AF539697	Salinibacterium amurskyense	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Salinibacterium"
JQ723714	Conyzicola lurida	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Conyzicola"
KJ095109	Conyzicola nivalis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Conyzicola"
DQ515964	Salinibacterium xinjiangense	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Salinibacterium"
JQ639053	Homoserinimonas aerilata	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Homoserinimonas"
MH299814	Salinibacterium hongtaonis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Salinibacterium"
EF466124	Leifsonia bigeumensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
AF159363	Agreia bicolorata	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agreia"
AJ310412	Agreia pratensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Agreia"
AM410674	Subtercola boreus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Subtercola"
AM931710	Leifsonia antarctica	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
AM900767	Microterricola pindariensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microterricola"
AB282862	Microterricola viridarii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microterricola"
AM286414	Microterricola gilva	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microterricola"
AM889135	Leifsonia kafniensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
GQ406810	Leifsonia psychrotolerans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leifsonia"
AB378301	Glaciibacter superstes	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Glaciibacter"
EF466129	Pseudolysinimonas kribbensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Pseudolysinimonas"
MG934573	Pseudolysinimonas yzui	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Pseudolysinimonas"
JQ639054	Rudaibacter terrae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rudaibacter"
MH989600	Protaetiibacter intestinalis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Protaetiibacter"
MN121518	Protaetiibacter larvae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Protaetiibacter"
JQ639055	Homoserinibacter gongjuensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Homoserinibacter"
AB583921	Herbiconiux flava	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Herbiconiux"
FN432340	Herbiconiux solani	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Herbiconiux"
DQ473536	Herbiconiux ginsengi	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Herbiconiux"
FJ828659	Herbiconiux moechotypicola	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Herbiconiux"
FN666417	Frondihabitans cladoniiphilus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Frondihabitans"
JX876867	Frondihabitans sucicola	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Frondihabitans"
AM410673	Subtercola frigoramans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Subtercola"
MF276890	Subtercola vilae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Subtercola"
DQ525859	Frondihabitans australicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Frondihabitans"
FM998017	Frondihabitans peucedani	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Frondihabitans"
KM114212	Frigoribacterium endophyticum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Frigoribacterium"
KX094417	Frigoribacterium salinisoli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Frigoribacterium"
Y18807	Frigoribacterium faeni	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Frigoribacterium"
MF770244	Lacisediminihabitans profunda	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Lacisediminihabitans"
KP411613	Lysinibacter cavernae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Lysinibacter"
JN000316	Compostimonas suwonensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Compostimonas"
EF466126	Parafrigoribacterium mesophilum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Parafrigoribacterium"
MK184982	Glaciihabitans arcticus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Glaciihabitans"
KC256953	Glaciihabitans tibetensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Glaciihabitans"
GQ496083	Marisediminicola antarctica	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Marisediminicola"
MT084553	Marisediminicola senii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Marisediminicola"
AM410696	Clavibacter michiganensis subsp. michiganensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Clavibacter"
U30254	Clavibacter tessellarius	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Clavibacter"
MW042407	Clavibacter zhangzhiyongii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Clavibacter"
HE608962	Clavibacter michiganensis subsp. phaseoli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Clavibacter"
U09761	Clavibacter insidiosus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Clavibacter"
HE614873	Clavibacter nebraskensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Clavibacter"
KF663871	Clavibacter michiganensis subsp. californiensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Clavibacter"
KF663872	Clavibacter michiganensis subsp. chilensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Clavibacter"
CP012573	Clavibacter capsici	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Clavibacter"
AM849034	Clavibacter sepedonicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Clavibacter"
KU051697	Planctomonas psychrotolerans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Planctomonas"
MH287062	Planctomonas deserti	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Planctomonas"
KM924549	Subtercola lobariae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Subtercola"
EF466127	Terrimesophilobacter mesophilus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Terrimesophilobacter"
AJ507460	Aurantimicrobium photophilum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Aurantimicrobium"
AP017457	Aurantimicrobium minutum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Aurantimicrobium"
GU784868	Alpinimonas psychrophila	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Alpinimonas"
AY372075	Klugiella xanthotipulae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Klugiella"
MH161601	Amnibacterium setariae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Amnibacterium"
KC251736	Amnibacterium soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Amnibacterium"
FJ527819	Amnibacterium kyonggiense	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Amnibacterium"
MG065698	Amnibacterium endophyticum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Amnibacterium"
MK603523	Naasia lichenicola	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Naasia"
MG836702	Amnibacterium flavum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Amnibacterium"
JX876866	Galbitalea soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Galbitalea"
KM095501	Labedella endophytica	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Labedella"
DQ533552	Labedella gwakjiensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Labedella"
MK333281	Labedella populi	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Labedella"
MK333282	Labedella phragmitis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Labedella"
DQ515963	Cryobacterium psychrotolerans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
MH102314	Cryobacterium tepidiphilum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
JF267311	Cryobacterium aureum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
HQ845195	Cryobacterium flavum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
JF267312	Cryobacterium levicorallinum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
HQ845193	Cryobacterium luteum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
JX949298	Cryobacterium ruanii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
AJ544063	Cryobacterium psychrophilum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
EF467640	Cryobacterium roopkundense	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
JF267313	Cryobacterium melibiosiphilum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
JX949929	Cryobacterium breve	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
GQ406814	Cryobacterium arcticum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
MH376310	Cryobacterium soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
JX949938	Cryobacterium zongtaii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Cryobacterium"
MK956924	Marinisubtilis pacificus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Marinisubtilis"
MN463006	Chryseoglobus indicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Chryseoglobus"
EF373534	Chryseoglobus frigidaquae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Chryseoglobus"
AJ717385	Microcella alkaliphila	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microcella"
AJ717388	Microcella putealis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Microcella"
DQ256087	Yonghaparkia alkaliphila	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Yonghaparkia"
DQ062097	Mycetocola reblochoni	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Mycetocola"
MK951675	Rhodoluna limnophila	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rhodoluna"
AM182889	Rhodoluna lacicola	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rhodoluna"
MW590646	Aquiluna borgnonia	"Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetales_incertae_sedis;""Aquiluna"
CP026923	Pontimonas salivibrio	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Pontimonas"
HG323815	Puzihella rosea	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Puzihella"
JQ639052	Diaminobutyricimonas aerilata	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Diaminobutyricimonas"
JN378395	Lysinimonas soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Lysinimonas"
JQ639051	Naasia aerilata	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Naasia"
KX230531	Huakuichenia soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Huakuichenia"
AE014184	Tropheryma whipplei	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Tropherymataceae;""Tropheryma"
JX876865	Diaminobutyricibacter tongyongensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Diaminobutyricibacter"
HQ268603	Gulosibacter chungangensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gulosibacter"
AJ306835	Gulosibacter molinativorax	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gulosibacter"
AB012595	Gulosibacter bifidus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gulosibacter"
